NA	sentiment	tweet	
6.30447E+17	negative	how is it August 9th and Frank Ocean still hasn't dropped his album	
6.30448E+17	positive	@foxnews sunday #FNS  The debate did greatly change who I was seriously  considering for the nominee. I now love Carly Fiorina.	
6.30451E+17	positive	"John Kasich may not subscribe to my political views, or me his, but he very much handles himself with grace and compassion. #Kudos"	
6.30451E+17	neutral	"The 4 colors most widely associated with HULK Hogan? Red&amp;Yellow, Black&amp;White The famous lines from the anti-racism Sunday School song #Irony"	
6.30452E+17	neutral	"Boruto:Naruto the movie,comes out October either in Valencia,or San Diego,but in Japanese with English subtitles"	
6.30452E+17	neutral	Walked backstage and behind the bandstand I sat on Paul McCartney's amp cases where security told me to sit while the Wings began the show.	
6.30454E+17	neutral	Kpop fandoms may hate eachother but if ppl keep provoking Queens it's just going to make those same fandoms wanna vote for T-ara.	
6.30457E+17	negative	Carly Fiorina may have shined in Jr debate but ask all those HP emploees she laid off to appease stock price for shareholders of HP.	
6.30461E+17	neutral	@paige_segerrr @KardashianReact @paige_segerrr us Wednesday morning. I'll pick you up and we can cry along to sam smith songs	
6.30462E+17	neutral	"Frank Ocean: October 28 Me: Oh shit! Is that when the album drops? Frank: No, that's my birthday.... Me: Fuck that, when the album dropping?"	
6.30465E+17	positive	Carly Fiorina on the Rise After Thursday Night's Debate - She &amp; Trump are like oil and water. http://t.co/xMV47w9Nt6	
6.30465E+17	positive	Rest in peace Frank Gifford. I can't think  of my youth without you on Monday nite football	
6.30466E+17	positive	Celebrating the memories of a man who graced us with his knowledge and passion for the game every Monday night #RIP Frank Gifford. #Pro #NFL	
6.30466E+17	neutral	"I wonder if you heard Frank Gifford died today?, take care  Roma https://t.co/N7XxUaY4cb"	
6.30466E+17	neutral	I am sad to learn of the death of Frank Gifford. You made Monday Night Football what it is today. Giants nation mourns ur loss. God Bless.	
6.30466E+17	positive	"Frank Gifford not only had a terrific career in Football, but he was also one of the pioneers of Monday Night... http://t.co/Ua2GR6zJ7x"	
6.30466E+17	neutral	"Frank Gifford, who died today at 84, worked the Masters for @CBSSports 1969-71 before going to ABC to do Monday Night Football."	
6.30466E+17	positive	"RIP Frank Gifford. Growing up in the '80, watching him on Monday Night Football. He was an NFL institution."	
6.30466E+17	positive	May your journey be peaceful Frank Gifford as you move to the light. Sending prayers of comfort and adjustment to... http://t.co/oyqeUeNP1p	
6.30466E+17	neutral	Frank Gifford was the man on monday night football rip	
6.30466E+17	neutral	Monday nights will always miss you. RIP Frank Gifford	
6.30466E+17	neutral	"may the gods speed him, RIP, Frank Gifford, New York Giants legend and husband to Kathy Lee Gifford, dead at 84 http://t.co/HzGhaO1eLX"	
6.30467E+17	positive	"Frank Gifford died Sunday AM in his CT home. Family: ""We rejoice in the extraordinary life he was privileged to live..."""	
6.30467E+17	neutral	Is Dean Ambrose a WWE wrestler? If he is he's just retweeted this from April. Weird https://t.co/dAWLMKwyPA	
6.30467E+17	positive	Frank Gifford still has the most TD's (78) in @Giants history. He is 8th in rushing yds &amp; 2nd in receiving yds. Also 20th in TD passes (14).	
6.30467E+17	neutral	If you weren't busy trying to have a go at kpop fans you may be winning	
6.30468E+17	positive	The Giff was the main reason I once loved Monday night football. RIP USC and NFL legend Frank Gifford.	
6.30468E+17	positive	My generation learned to love the NFL every Monday night thanks to Frank Gifford. Sending all my prayers to his family  #RIPFrankGifford	
6.30468E+17	positive	Thank you Frank Gifford for the many Monday Night memories.  You'll be missed https://t.co/atSN6vKDIM	
6.30468E+17	positive	"@mkgoblue @KySandy / Monday night football was must see TV back with Frank Gifford, Dandy Don &amp; Howard Cosell. They had the magic mixture."	
6.3047E+17	positive	RIP Frank Gifford.  He will forever be linked to the legend and legacy of Monday Night Football. #mnf	
6.3047E+17	neutral	"Frank Gifford, Legendary Monday Night Football Sportscaster and Husband of Kathie Lee Gifford/Frank had a great life &amp; just missed 85!"	
6.3047E+17	negative	Sad to hear one of my boyhood heroes #NYGiants NFL HOF member &amp; Monday Night Football original Frank Gifford has passed to the Great Beyond	
6.30471E+17	negative	So sad to hear about about Frank Gifford...May he rest in peace...	
6.30471E+17	negative	"RIP Frank Gifford.Golden Boy. HOF player in NFL and last of Mohicans from Mon Night Football crew.Cosell , Meredith and the GIFFER...;("	
6.30471E+17	neutral	Caitlyn Jenner introduced the band Culture Club in Los Angeles on July 24 to a standing ovation.	
6.30471E+17	neutral	Frank Gifford Dead: 5 Fast Facts You Need to Know: Frank Gifford attends the 19th Annual Broadcasting &amp; Cable ... http://t.co/OyJTMPe9UL	
6.30472E+17	positive	Ill always remember Frank Gifford calling the Monday Night Football games!! #Salute	
6.30472E+17	neutral	"Lost one of the GREATS in Frank Gifford. Who can forget those Monday Night Football games with Frank, Dandy Don and Howard."	
6.30472E+17	neutral	Frank Gifford's family said he died suddenly Sunday morning of natural causes at his Connecticut home http://t.co/WlqUV3imum	
6.30473E+17	neutral	thank you for what you did on the field &amp; in the booth   you helped make Monday Night Football   RIP Frank Gifford http://t.co/bCGO9Z89se	
6.30473E+17	positive	My thoughts and prayers are with my @ProFootballHOF comrade Frank Gifford and his family.  May our #NFL great rest in paradise.	
6.30474E+17	negative	Frank Gifford died this morning; he would have turned 85 next Sunday: http://t.co/YYbGTAlKMa	
6.30474E+17	positive	RIP Frank Gifford. NFL HOF.  I remember him from MNF as a kid. Especially the Campbell game. Arguably best game ever. http://t.co/95EVqAySTR	
6.30474E+17	neutral	Reelz CEO is 'darn proud' the network aired Miss USA pageant: Reelz Chief Executive Stan E. Hubbard said Sunday the cable network was...	
6.30475E+17	neutral	My heart is sad by the news of Frank Gifford. May you Rest Peacefully and may your family always be strong &amp; protected.	
6.30477E+17	neutral	"@KathieLGifford I am so very sorry for your loss. May God bless you and your family at this difficult time. RIP Frank Gifford,"	
6.30479E+17	neutral	"Sad that Howard Cosell, Don Meredith &amp; now Frank Gifford have all passed . The original Monday night football ABC telecast was the best!!"	
6.3048E+17	neutral	"Frank Gifford, NFL Star Who Reigned on Monday Night, Dies: His temporary retirement came after he receive... http://t.co/vnKgv7UZ80 #NFL"	
6.3048E+17	positive	@michaelirvin88 We lost one of the greats today.. Frank Gifford was amazing and also had the voice that I loved on Monday night. #greatHOF	
6.30481E+17	positive	Had the chance to finally see both the Fantastic Four and Ant-Man. If I may indulge in a pun... Big things do come from small packages.	
6.30481E+17	positive	Sad to hear Frank Gifford died. 1of the best Monday Night crews and a kind man when I met him https://t.co/vtmz8kcDqq http://t.co/2nQKk5SjF5	
6.30481E+17	positive	May the lord bless the family of Frank Gifford.	
6.30481E+17	neutral	"RIP Giants legend, Frank Gifford. Gifford was the last of the Monday Night Football triumverate of Cosell, Gifford and Dandy Don Meredith."	
6.30481E+17	neutral	"Frank Gifford, who helped make Monday Night Football what it is today, dies at age 84. RIP. #FrankGifford #MNF http://t.co/NFVmRx8xCx"	
6.30482E+17	positive	"Frank Gifford, the legendary sportscaster, has died, his family announced Sunday afternoon. He was 84. - Dave http://t.co/tpvqFuMUzI"	
6.30482E+17	neutral	"I watched ""Sharknado"" today. Watching the 2nd one now."	
6.30483E+17	positive	"We will miss you Frank Gifford, NFL Legend &amp; hubby of @KathieLGifford Now walking in Glory &amp; Wonder with God Himself https://t.co/VYQgAPYlPF"	
6.30483E+17	neutral	"Monday Night Football was never just a game.. It's an event because of Cosell, Dandy Don and Frank Gifford. Sadly all 3 are now gone @wkyc"	
6.30483E+17	positive	This was my Monday Nights as a child and I just heard the news #RIP Frank Gifford https://t.co/dmQfJ27k2G	
6.30483E+17	neutral	"So sad to hear Frank Gifford died.  I have some fond memories of watching Monday Night Football with my Dad.  Frank, Howard and Dandy Don."	
6.30483E+17	neutral	My heart is sad old#16 has past Frank Gifford graced Yankees Stadium as well as the broadcast booth for Monday night football RIP#C3Sports	
6.30484E+17	neutral	"Frank Gifford, legendary Monday Night Football sportscaster, has died at the age of 84. http://t.co/mYHD2mpOGr http://t.co/ecSbUrlINF"	
6.30484E+17	neutral	"Frank Gifford now being serenaded with ""Turn Out The Lights"" by Don Meredith. #RIP http://t.co/uw7SB83Urt"	
6.30484E+17	positive	"Frank Gifford's work on Monday Night Football w/Howard Cosell, Don Meredith, Al Michaels &amp; Dan Dierdorf really helped make me an NFL fan."	
6.30485E+17	neutral	Are you wearing your #1025sendmebackstage shirt at Zac Brown Band today?! Tweet us your seats &amp; we just may upgrade you! #1025FenwayWeekend	
6.30485E+17	positive	Sad to hear about Frank Gifford's passing. I always remember him with Al Michaels and Dan Dierdorf on Monday Night Football	
6.30485E+17	positive	I love Monday Night football.  Frank Gifford was so great with Dandy Don Al Michaels.  We love you Frank.  @KathieLGifford Sorry 4your loss	
6.30486E+17	neutral	Frank Gifford did more than just Monday Night Football for ABC.  Also a fill-in host for Good Morning America and late night for Olympics	
6.30486E+17	neutral	The people want to know where is Frank Ocean  !! Read why fans thought album would be out already  http://t.co/t4RRr7BfJ7	
6.30486E+17	neutral	RIP Frank Gifford. Monday Night Football has never been the same without you. #Turnoutthelightsthepartysover	
6.30487E+17	positive	NFL Legend Frank Gifford Passes Away at 84. Most will remember him on Monday Night Football. Did you see him play? http://t.co/c8BojdWRsa	
6.30487E+17	positive	"Always enjoyed it when Frank Gifford was on Monday Night Football, especially when he was teamed with Al Michaels and Dan Dierdorf."	
6.30487E+17	neutral	May you fly on Eagles  wings  Frank Gifford.  RIP	
6.30488E+17	neutral	RIP Frank Gifford. The voice of Monday Night Football. I didn't know he was 84. Condolences to his family and friends.	
6.30488E+17	positive	"RIP Frank Gifford one of the all time greatest Giants and a mainstay on Monday Night Football for years, #FrankGifford"	
6.30489E+17	positive	"RIP Frank Gifford, the original voice of Monday Night Football with Cosell and Meredith"	
6.30491E+17	neutral	@daldridgetnt  Lets have a poll - Was replacing Frank Gifford with Al Michaels on Monday Night Football a good or bad decision?	
6.30492E+17	neutral	Thank God we now have August 9th as the day Frank Gifford died instead of it being the day Michael Brown died.	
6.30492E+17	neutral	Chuck Norris was born My 6th 1945...the Nazi's Surrendered May 7 1945....Coincidence? I don't think so! #chucknorris #whoisrobharris	
6.30492E+17	positive	"Condolences to the Family, Friends and Fans of legendary football  player and broadcaster, Frank Gifford. May he Rest in Peace."	
6.30492E+17	positive	Deeply saddened by the sudden death of Frank Gifford. He will always be the voice of Monday Night Football for me.	
6.30493E+17	positive	RIP Frank Gifford. He was the voice Monday Night Football when I was growing up. Great player as well.	
6.30493E+17	positive	Frank Gifford was the face of Giants and original 'Monday Night' rock star http://t.co/95gxevH1eB	
6.30493E+17	positive	"RIP Frank Gifford, In my opinion the best play by play man ever on Monday Night Football. http://t.co/CKK91KRdsk"	
6.30495E+17	neutral	Frank Gifford was what the NY Giants were all about in the 50's and 60's. 1st class	
6.30495E+17	neutral	Who is ready for Big Brother tonight? Who do you think well be the next one to go? I have heard rumors may Shelly or Vanessa ? any thoughts?	
6.30496E+17	positive	Frank Gifford called 411 games in the history of Monday Night Football. This is the most MNF broadcast history. http://t.co/2FrShu0FRD	
6.30496E+17	neutral	"#BreakingNews RIP FRANK GIFFORD, last surviving member of the legendary ABC Monday Night Foot... http://t.co/MBhUFvC9wu Via @Instapundit"	
6.30496E+17	neutral	So deeply sadden for Kathie Gifford and her family at the loss of Frank Gifford today. May prayers be with you all #RIPFrankGifford	
6.30496E+17	positive	Sunday is a sacred day bc that's when our lord &amp; savior Caitlyn Jenner has a new episode of #IAmCait	
6.30496E+17	positive	As a teenager in the 80's I loved Monday Night Football and listening to Frank Gifford. Even Cosell and Dandy Don were tolerable	
6.30497E+17	positive	"Just talked to Dan Dierdorf about the death of Frank Gifford, his former Monday Night Football broadcast partner: ""I wasn't expecting it."""	
6.30497E+17	neutral	"@justme277 @realDonaldTrump  Oh c'mon, he said Wonderful Frank Gifford. Like the guy is wonderful?????? Duh!!!"	
6.30498E+17	neutral	"@jeff_gluck2 So, how did you feel about Big Brother last Thursday? Who do you hope wins HOH tonight?"	
6.30498E+17	neutral	My memory tells me that Frank Gifford was the 1st  athlete I asked for an autograph. I was a youngster and he was a Giant. At a Yankee game	
